零件号,零件名称,包装袋情况,干燥剂情况,零件质量要求,包装等级分类,单车用量,零件分类,零件重量（KG）,零件种类,CKD包装类型,零件重量KG,零件尺寸L,零件尺寸W,零件尺寸H,CKD 包装尺寸L,CKD 包装尺寸L.1,CKD 包装尺寸L.2,CKD SNP
H97D3101040AAPK01,右后轮眉装饰件总成前段,,,1. 核心防护：防损伤、防污损、防丢失；2. 外观要求：表面无划痕、无锈蚀、无破损；3. 尺寸要求：符合设计图纸要求；4. 通用要求：无明显质量缺陷,B,1.0,采购件,0.199,总装,纸箱,,,,,720.0,720.0,720.0,12.0
H97A5001021AB,副仪表板中安装支架总成,防锈袋,,1. 核心防护：防变形、防划伤、防碰撞；2. 尺寸要求：关键尺寸偏差≤±0.5mm；3. 表面要求：无凹陷、无划痕、无锈蚀；4. 材质要求：符合设计强度标准,B,1.0,采购件,1.005（±8%）,总装,纸箱,0.361,211,205,137,720.0,720.0,720.0,16.0
H97A5207007AA,前管路总成,,,1. 核心防护：防挤压、防破损、防老化；2. 密封要求：接口密封良好，无泄漏风险；3. 材质要求：无裂纹、无气泡、无破损；4. 尺寸要求：内径、壁厚符合设计要求,C,1.0,采购件,0.135,总装,纸箱,,,,,720.0,720.0,720.0,48.0
H97B2312001BA,前电机右前悬置总成,,,1. 核心防护：防震动、防潮湿、防静电、防冲击；2. 电气要求：绝缘性能良好，无短路风险；3. 外观要求：外壳无破损，接口无变形；4. 存储要求：温度-20~50℃，湿度≤60%,C,1.0,采购件,2.77,总装,纸箱,,,,,360.0,360.0,360.0,4.0
H97C5013010AB,行李箱地板内隔音垫,,,1. 核心防护：防变形、防划伤、防碰撞；2. 尺寸要求：关键尺寸偏差≤±0.5mm；3. 表面要求：无凹陷、无划痕、无锈蚀；4. 材质要求：符合设计强度标准,C,1.0,采购件,3,总装,天地盖纸箱,3.9,1070,724,200,1480.0,1480.0,1480.0,48.0
H97A5001041AB,前排左前拉手支架组件,,,1. 核心防护：防损伤、防污损、防丢失；2. 外观要求：表面无划痕、无锈蚀、无破损；3. 尺寸要求：符合设计图纸要求；4. 通用要求：无明显质量缺陷,C,1.0,采购件,0.116（±8%）,总装,纸箱,,,,,720.0,720.0,720.0,24.0
H97A6203012AA,右后门玻璃导槽总成,,,1. 核心防护：防冲击、防划伤、防破碎；2. 外观要求：无气泡、无划痕、无杂质；,B,1.0,采购件,0.898,总装,天地盖纸箱,,,,,1480.0,1480.0,1480.0,24.0
H97D2312005AA,前电机左悬置支架,,,1. 核心防护：防震动、防潮湿、防静电、防冲击；2. 电气要求：绝缘性能良好，无短路风险；3. 外观要求：外壳无破损，接口无变形；4. 存储要求：温度-20~50℃，湿度≤60%,C,1.0,采购件,0.58,总装,纸箱,,,,,560.0,560.0,560.0,6.0
H97A5300030AE,右A柱内板下部总成,防锈袋,有,1. 核心防护：防变形、防划伤、防碰撞；2. 尺寸要求：关键尺寸偏差≤±0.5mm；3. 表面要求：无凹陷、无划痕、无锈蚀；4. 材质要求：符合设计强度标准,A,1.0,焊装件,,焊装件,轻钢,,,,,1480.0,1480.0,1480.0,16.0
H97A5006149AA,导水板,,,1. 核心防护：防变形、防划伤、防碰撞；2. 尺寸要求：关键尺寸偏差≤±0.5mm；3. 表面要求：无凹陷、无划痕、无锈蚀；4. 材质要求：符合设计强度标准,C,1.0,采购件,0.167,总装,纸箱,0.1,232,130,100,720.0,720.0,720.0,16.0
H97C3619812AG,车载充电机总成6.6KW,,,1. 核心防护：防震动、防潮湿、防静电、防冲击；2. 电气要求：绝缘性能良好，无短路风险；3. 外观要求：外壳无破损，接口无变形；4. 存储要求：温度-20~50℃，湿度≤60%,B,1.0,采购件,10.5,总装,纸箱,,,,,540.0,540.0,540.0,1.0
